"","WT_1411","WT_1601","WT_1710","KO_1411","KO_1601","KO_1710"
"ENSMUSG00000065694.1",0,0,0,0,0,0
"ENSMUSG00000065698.1",0,0,0,0,0,0
"ENSMUSG00000065700.1",0,0,0,0,0,0
"ENSMUSG00000065701.1",8882,10738,5578,7849,9421,2845
"ENSMUSG00000065702.1",0,0,0,0,0,0
"ENSMUSG00000065705.1",2,0,2,5,0,0
"ENSMUSG00000065706.1",0,1,0,0,0,0
"ENSMUSG00000065708.1",0,0,0,1,0,0
"ENSMUSG00000065709.1",0,0,0,0,0,0
"ENSMUSG00000065714.1",1,0,1,0,0,0
"ENSMUSG00000065715.1",0,0,0,0,0,0
"ENSMUSG00000065716.1",4,0,0,0,0,0
"ENSMUSG00000065718.1",4,5,3,1,1,2
"ENSMUSG00000065719.1",0,0,0,0,0,0
"ENSMUSG00000065721.1",15,12,5,5,10,6
"ENSMUSG00000065722.1",8,13,9,10,9,1
"ENSMUSG00000065725.1",89,84,59,108,162,37
"ENSMUSG00000065726.1",4,0,2,2,0,0
"ENSMUSG00000065727.1",28,22,19,7,18,1
"ENSMUSG00000065728.1",7,2,0,1,2,0
"ENSMUSG00000065729.1",82,91,72,47,61,8
"ENSMUSG00000065732.1",0,0,0,0,0,0
"ENSMUSG00000065733.1",0,0,0,0,0,0
"ENSMUSG00000065734.1",11859,11815,7531,9747,14250,3477
"ENSMUSG00000065735.1",0,0,0,0,0,0
"ENSMUSG00000065737.1",0,0,0,0,0,0
"ENSMUSG00000065738.1",33,23,32,30,55,4
"ENSMUSG00000065739.1",0,0,0,0,0,0
"ENSMUSG00000065742.1",1,0,0,1,0,0
"ENSMUSG00000065743.1",1,5,1,6,1,1
"ENSMUSG00000065745.1",0,0,0,0,0,0
"ENSMUSG00000065746.1",1,4,3,1,1,1
"ENSMUSG00000065747.1",82,84,65,44,62,9
"ENSMUSG00000065749.1",0,0,0,0,0,0
"ENSMUSG00000065750.1",84,24,37,28,111,19
"ENSMUSG00000065751.1",0,1,1,0,1,0
"ENSMUSG00000065752.1",229,184,178,185,315,47
"ENSMUSG00000065757.1",0,0,0,0,0,0
"ENSMUSG00000065758.1",26,21,16,4,10,1
"ENSMUSG00000065760.1",3,1,3,2,1,0
"ENSMUSG00000065763.1",0,0,0,0,1,0
"ENSMUSG00000065764.1",0,0,0,0,0,1
"ENSMUSG00000065765.1",3,0,0,0,0,0
"ENSMUSG00000065767.1",0,1,0,0,0,1
"ENSMUSG00000065768.1",1,2,0,0,0,0
"ENSMUSG00000065769.1",3,3,0,3,4,0
"ENSMUSG00000065770.1",30038,21264,28332,13330,24098,2635
"ENSMUSG00000065771.1",0,0,0,0,0,0
"ENSMUSG00000065773.1",36,40,29,25,32,5
"ENSMUSG00000065778.1",2,3,0,9,2,0
"ENSMUSG00000065782.1",0,0,0,0,0,0
"ENSMUSG00000065787.1",0,0,0,0,0,0
"ENSMUSG00000065788.1",0,1,0,1,0,0
"ENSMUSG00000065789.1",0,0,0,0,0,0
"ENSMUSG00000065791.1",0,0,0,0,0,0
"ENSMUSG00000065792.1",20,24,22,19,21,2
"ENSMUSG00000065794.1",177,130,169,51,92,6
"ENSMUSG00000065795.1",0,0,0,0,0,0
"ENSMUSG00000065797.1",0,0,0,0,0,0
"ENSMUSG00000065798.1",0,0,0,0,0,0
"ENSMUSG00000065799.1",21,15,6,4,10,6
"ENSMUSG00000065800.1",0,0,0,0,0,0
"ENSMUSG00000065802.1",1,0,0,0,0,0
"ENSMUSG00000065803.1",12,10,8,1,5,1
"ENSMUSG00000065804.1",0,0,0,0,0,0
"ENSMUSG00000065806.1",1,0,2,2,0,0
"ENSMUSG00000065807.1",0,0,0,0,0,0
"ENSMUSG00000065808.1",12,14,8,5,1,1
"ENSMUSG00000065811.1",3,9,6,9,1,0
"ENSMUSG00000065812.1",0,0,0,0,0,0
"ENSMUSG00000065813.1",0,0,0,0,0,0
"ENSMUSG00000065815.1",2,0,0,2,0,0
"ENSMUSG00000065817.1",710,545,183,249,565,225
"ENSMUSG00000065818.1",183,143,41,58,133,62
"ENSMUSG00000065819.1",1,1,0,0,0,0
"ENSMUSG00000065820.1",430,504,177,288,344,152
"ENSMUSG00000065822.1",11793,11162,7468,7067,10847,2525
"ENSMUSG00000065823.1",2,0,0,0,0,0
"ENSMUSG00000065824.1",1,2,0,2,0,0
"ENSMUSG00000065825.1",23,24,14,12,18,5
"ENSMUSG00000065828.1",1,3,1,0,2,1
"ENSMUSG00000065836.1",0,34,19,0,8,1
"ENSMUSG00000065837.1",0,0,0,0,0,0
"ENSMUSG00000065840.1",0,0,0,0,0,0
"ENSMUSG00000065843.1",0,0,0,0,0,0
"ENSMUSG00000065845.1",144,142,91,82,121,29
"ENSMUSG00000065847.1",0,0,0,0,0,0
"ENSMUSG00000065851.1",0,0,0,0,0,0
"ENSMUSG00000065852.1",1,0,0,0,0,0
"ENSMUSG00000065853.1",0,0,0,0,0,0
"ENSMUSG00000065858.1",0,0,0,0,0,0
"ENSMUSG00000065859.2",11,4,4,5,14,4
"ENSMUSG00000065862.1",0,0,0,0,0,0
"ENSMUSG00000065864.1",0,0,0,0,0,0
"ENSMUSG00000065865.1",5,5,3,0,1,1
"ENSMUSG00000065866.1",297,293,322,186,270,28
"ENSMUSG00000065869.1",0,0,0,0,0,0
"ENSMUSG00000065870.2",0,0,0,0,0,0
"ENSMUSG00000065872.1",27,35,18,18,18,6
"ENSMUSG00000065873.1",0,0,0,0,1,0
"ENSMUSG00000065874.1",0,0,0,0,0,0
"ENSMUSG00000065875.1",7,11,6,8,8,1
"ENSMUSG00000065876.1",3315,3594,2446,2142,2897,654
"ENSMUSG00000065878.1",193,125,112,56,143,25
"ENSMUSG00000065881.1",256,230,194,118,188,31
"ENSMUSG00000065882.1",0,0,0,0,0,0
"ENSMUSG00000065883.2",26,19,12,8,17,6
"ENSMUSG00000065884.1",0,0,0,0,0,0
"ENSMUSG00000065887.1",0,0,0,0,0,0
"ENSMUSG00000065889.1",3,1,3,2,0,0
"ENSMUSG00000065892.1",0,0,2,0,1,0
"ENSMUSG00000065893.1",9,0,1,17,0,3
"ENSMUSG00000065894.1",0,0,0,0,0,0
"ENSMUSG00000065898.1",0,2,0,0,0,0
"ENSMUSG00000065899.1",0,0,0,0,0,0
"ENSMUSG00000065903.1",0,0,0,0,0,0
"ENSMUSG00000065904.1",18207,13325,8004,4927,10358,2691
"ENSMUSG00000065905.1",154,143,99,100,156,34
"ENSMUSG00000065906.1",0,1,0,0,0,0
"ENSMUSG00000065907.1",45,91,40,41,24,11
"ENSMUSG00000065911.1",0,0,0,0,0,0
"ENSMUSG00000065913.1",1,3,1,1,0,1
"ENSMUSG00000065915.1",0,1,0,1,0,0
"ENSMUSG00000065916.1",0,0,0,0,0,0
"ENSMUSG00000065919.1",5,5,4,5,7,2
"ENSMUSG00000065922.1",22,27,19,19,21,4
"ENSMUSG00000065924.1",0,0,0,0,0,0
"ENSMUSG00000065926.1",0,2,0,3,2,1
"ENSMUSG00000065934.1",1774,2010,1582,1126,1479,276
"ENSMUSG00000065935.1",2,0,0,1,0,0
"ENSMUSG00000065936.1",8,7,3,0,4,3
"ENSMUSG00000065937.1",21,16,16,10,19,2
"ENSMUSG00000065939.1",4,1,1,2,0,1
"ENSMUSG00000065940.1",1,0,0,1,0,0
"ENSMUSG00000065943.1",0,0,0,0,0,0
"ENSMUSG00000065944.1",0,0,0,0,0,0
"ENSMUSG00000065945.1",1,2,1,0,1,0
"ENSMUSG00000065947.3",0,0,0,0,0,0
"ENSMUSG00000065952.13",0,0,0,0,0,0
"ENSMUSG00000065954.11",2075,1870,1265,1094,1764,407
"ENSMUSG00000065956.2",0,0,0,0,0,0
"ENSMUSG00000065968.8",0,0,0,0,0,0
"ENSMUSG00000065979.12",198,209,105,109,150,48
"ENSMUSG00000065987.12",1,0,0,0,2,0
"ENSMUSG00000065990.12",1326,1188,706,756,1242,326
"ENSMUSG00000065999.13",0,1,0,5,0,0
"ENSMUSG00000066000.12",0,1,0,0,0,0
"ENSMUSG00000066007.15",0,0,0,0,0,0
"ENSMUSG00000066009.8",0,0,0,0,0,0
"ENSMUSG00000066026.14",3207,3192,2281,1315,1919,412
"ENSMUSG00000066027.7",0,0,0,0,0,0
"ENSMUSG00000066030.6",0,0,0,0,0,0
"ENSMUSG00000066031.13",0,0,0,0,0,2
"ENSMUSG00000066036.14",9838,10701,5721,5644,7544,2197
"ENSMUSG00000066037.14",2520,2640,1556,1756,2443,645
"ENSMUSG00000066042.4",601,546,384,297,474,104
"ENSMUSG00000066043.13",848,767,484,497,803,199
"ENSMUSG00000066057.7",48,46,22,51,76,25
"ENSMUSG00000066058.11",0,0,2,2,0,1
"ENSMUSG00000066060.5",0,0,0,0,0,0
"ENSMUSG00000066061.6",0,0,0,0,0,0
"ENSMUSG00000066068.5",0,0,0,0,0,0
"ENSMUSG00000066071.6",1,0,0,0,0,0
"ENSMUSG00000066072.13",0,0,0,0,0,0
"ENSMUSG00000066090.5",155,142,88,34,56,14
"ENSMUSG00000066097.6",0,0,0,0,0,0
"ENSMUSG00000066100.7",0,0,0,0,0,0
"ENSMUSG00000066101.5",0,0,0,0,0,0
"ENSMUSG00000066107.6",0,0,0,0,1,0
"ENSMUSG00000066108.7",43,28,24,12,32,5
"ENSMUSG00000066113.16",9,15,7,7,4,1
"ENSMUSG00000066116.3",0,0,0,0,0,0
"ENSMUSG00000066122.6",0,0,0,0,0,0
"ENSMUSG00000066129.15",18,24,9,7,5,5
"ENSMUSG00000066137.12",0,0,0,0,0,0
"ENSMUSG00000066141.2",0,1,0,0,0,0
"ENSMUSG00000066148.3",1187,1074,672,598,968,242
"ENSMUSG00000066149.11",168,176,104,120,167,44
"ENSMUSG00000066150.12",506,575,353,400,514,130
"ENSMUSG00000066151.11",2220,2170,1304,1347,2012,521
"ENSMUSG00000066152.11",114,146,75,101,114,36
"ENSMUSG00000066153.2",0,0,0,0,0,0
"ENSMUSG00000066154.11",0,0,0,0,0,0
"ENSMUSG00000066158.7",0,0,0,0,0,0
"ENSMUSG00000066170.7",31,37,14,26,31,14
"ENSMUSG00000066175.2",4,3,1,2,4,0
"ENSMUSG00000066176.3",0,0,1,0,0,0
"ENSMUSG00000066178.3",0,0,0,0,0,0
"ENSMUSG00000066180.5",0,2,0,0,0,0
"ENSMUSG00000066189.9",1,0,0,0,0,0
"ENSMUSG00000066191.12",3,4,3,2,3,0
"ENSMUSG00000066196.11",0,0,0,1,4,0
"ENSMUSG00000066197.5",0,0,0,0,0,0
"ENSMUSG00000066224.14",0,3,0,0,0,0
"ENSMUSG00000066232.4",3909,4387,2678,2375,3098,788
"ENSMUSG00000066233.6",47,35,20,16,35,11
"ENSMUSG00000066235.7",79,70,32,64,108,37
"ENSMUSG00000066239.2",0,0,0,0,0,0
"ENSMUSG00000066240.3",0,0,0,0,0,0
"ENSMUSG00000066241.2",0,0,0,0,0,0
"ENSMUSG00000066242.3",0,0,0,0,0,0
"ENSMUSG00000066245.5",6,0,0,2,1,0
"ENSMUSG00000066257.4",0,0,0,0,0,0
"ENSMUSG00000066258.13",757,866,506,276,350,93
"ENSMUSG00000066262.4",0,0,0,0,0,0
"ENSMUSG00000066263.10",0,0,0,0,0,0
"ENSMUSG00000066268.6",0,0,0,0,0,0
"ENSMUSG00000066269.7",0,0,0,0,0,0
"ENSMUSG00000066270.3",0,0,0,0,0,0
"ENSMUSG00000066272.5",0,0,0,0,0,0
"ENSMUSG00000066273.6",0,0,0,0,0,0
"ENSMUSG00000066278.6",644,548,293,332,590,172
"ENSMUSG00000066279.3",1,0,0,0,0,1
"ENSMUSG00000066306.13",11005,10272,6131,5910,9266,2417
"ENSMUSG00000066315.9",0,0,0,0,0,0
"ENSMUSG00000066319.6",0,0,0,0,0,0
"ENSMUSG00000066324.2",814,894,521,469,623,167
"ENSMUSG00000066357.6",4706,4534,2829,2758,4173,1042
"ENSMUSG00000066359.6",0,0,0,0,0,0
"ENSMUSG00000066361.3",0,2,0,0,0,0
"ENSMUSG00000066362.5",1,0,0,0,0,0
"ENSMUSG00000066363.12",5,7,6,4,2,0
"ENSMUSG00000066364.2",0,0,0,1,1,0
"ENSMUSG00000066366.14",0,0,0,0,0,0
"ENSMUSG00000066368.1",0,0,0,0,0,0
"ENSMUSG00000066372.6",0,0,0,0,0,0
"ENSMUSG00000066378.3",0,0,0,0,0,0
"ENSMUSG00000066382.4",0,0,0,0,0,0
"ENSMUSG00000066383.7",0,0,0,0,0,0
"ENSMUSG00000066389.1",8,6,7,5,9,0
"ENSMUSG00000066392.12",3,0,0,2,0,0
"ENSMUSG00000066406.15",13253,13334,7910,8281,12004,3148
"ENSMUSG00000066407.3",0,0,0,0,0,0
"ENSMUSG00000066415.4",2050,2252,1314,1342,1781,476
"ENSMUSG00000066438.6",0,1,0,0,1,0
"ENSMUSG00000066440.5",777,826,447,475,651,188
"ENSMUSG00000066441.14",1568,1746,975,1126,1472,411
"ENSMUSG00000066442.17",1,5,0,0,3,0
"ENSMUSG00000066443.5",0,0,0,0,0,0
"ENSMUSG00000066456.14",116,129,71,80,103,30
"ENSMUSG00000066457.6",1,1,0,1,0,0
"ENSMUSG00000066463.13",0,0,0,0,0,0
"ENSMUSG00000066475.6",2,0,0,0,0,0
"ENSMUSG00000066477.13",0,1,0,0,0,0
"ENSMUSG00000066478.3",0,0,0,0,0,0
"ENSMUSG00000066487.3",0,2,0,0,0,0
"ENSMUSG00000066489.2",1,2,1,1,1,0
"ENSMUSG00000066491.4",13,11,6,5,9,4
"ENSMUSG00000066500.5",0,0,0,0,0,0
"ENSMUSG00000066510.5",0,1,0,0,1,0
"ENSMUSG00000066512.3",0,0,0,0,1,0
"ENSMUSG00000066513.4",0,1,0,0,1,0
"ENSMUSG00000066515.3",1,1,0,0,2,0
"ENSMUSG00000066516.5",0,0,0,0,0,0
"ENSMUSG00000066537.5",0,0,0,0,0,0
"ENSMUSG00000066538.5",0,0,0,0,0,0
"ENSMUSG00000066543.8",1,0,0,0,0,0
"ENSMUSG00000066551.12",5973,5997,3817,3697,5365,1310
"ENSMUSG00000066553.5",6,8,4,5,4,1
"ENSMUSG00000066554.6",114,114,72,63,91,22
"ENSMUSG00000066568.12",3442,3607,2116,2244,3121,828
"ENSMUSG00000066571.13",610,600,354,300,446,118
"ENSMUSG00000066583.4",0,0,0,0,0,0
"ENSMUSG00000066584.10",0,0,0,1,0,0
"ENSMUSG00000066586.3",0,1,0,0,0,0
"ENSMUSG00000066592.3",2,1,1,2,4,2
"ENSMUSG00000066595.9",635,715,423,380,492,129
"ENSMUSG00000066607.5",0,0,1,0,0,0
"ENSMUSG00000066613.14",35,32,25,36,56,10
"ENSMUSG00000066620.2",0,0,0,1,1,0
"ENSMUSG00000066621.12",2368,1986,1216,1418,2503,639
"ENSMUSG00000066626.5",3,0,1,0,1,1
"ENSMUSG00000066629.2",9,9,7,5,6,0
"ENSMUSG00000066632.3",0,0,1,0,0,0
"ENSMUSG00000066637.2",212,230,153,135,182,41
"ENSMUSG00000066640.11",133,131,69,100,150,45
"ENSMUSG00000066643.12",340,354,231,167,233,54
"ENSMUSG00000066647.8",17,26,15,10,7,1
"ENSMUSG00000066652.5",0,2,1,1,3,0
"ENSMUSG00000066671.4",0,0,0,0,0,0
"ENSMUSG00000066672.2",0,0,0,0,0,0
"ENSMUSG00000066677.12",663,536,330,81,157,41
"ENSMUSG00000066680.4",0,0,0,0,0,0
"ENSMUSG00000066682.11",9,5,1,2,6,1
"ENSMUSG00000066684.10",8,8,4,5,8,3
"ENSMUSG00000066687.5",45,41,33,10,17,0
"ENSMUSG00000066688.4",0,0,0,0,0,0
"ENSMUSG00000066693.2",0,0,0,0,0,0
"ENSMUSG00000066697.3",0,0,0,0,0,0
"ENSMUSG00000066704.6",0,1,0,0,2,0
"ENSMUSG00000066705.7",0,3,1,1,4,2
"ENSMUSG00000066714.6",2,1,0,2,0,0
"ENSMUSG00000066720.7",0,1,1,0,0,0
"ENSMUSG00000066721.3",9,6,5,0,3,0
"ENSMUSG00000066724.3",0,0,0,0,0,0
"ENSMUSG00000066735.8",38,54,20,37,35,17
"ENSMUSG00000066747.6",0,0,0,0,0,0
"ENSMUSG00000066748.4",0,0,0,0,0,0
"ENSMUSG00000066749.3",0,0,0,0,0,0
"ENSMUSG00000066750.3",0,0,0,0,0,0
"ENSMUSG00000066752.4",0,0,0,0,0,0
"ENSMUSG00000066755.2",0,1,1,0,0,0
"ENSMUSG00000066756.5",0,0,0,0,0,0
"ENSMUSG00000066760.12",1,0,0,0,2,0
"ENSMUSG00000066767.6",0,0,0,0,0,0
"ENSMUSG00000066771.2",2,0,0,0,0,0
"ENSMUSG00000066772.12",0,0,0,0,0,0
"ENSMUSG00000066797.6",0,0,0,0,0,0
"ENSMUSG00000066798.3",530,516,297,362,544,148
"ENSMUSG00000066800.11",725,673,418,479,753,189
"ENSMUSG00000066803.2",0,0,0,0,0,0
"ENSMUSG00000066804.3",0,0,0,0,0,0
"ENSMUSG00000066807.2",0,0,0,0,0,0
"ENSMUSG00000066809.1",3,3,0,1,1,0
"ENSMUSG00000066810.2",0,0,0,0,0,0
"ENSMUSG00000066820.7",0,0,0,0,0,0
"ENSMUSG00000066828.5",0,0,0,0,0,0
"ENSMUSG00000066829.7",99,123,71,92,108,29
"ENSMUSG00000066838.7",79,84,47,53,72,20
"ENSMUSG00000066839.12",351,385,197,195,257,80
"ENSMUSG00000066842.18",22,25,16,12,14,3
"ENSMUSG00000066850.2",0,0,0,0,0,0
"ENSMUSG00000066861.14",1,5,0,1,1,3
"ENSMUSG00000066867.8",1,5,0,0,2,0
"ENSMUSG00000066877.11",565,605,346,399,543,148
"ENSMUSG00000066878.5",0,0,1,2,1,0
"ENSMUSG00000066880.15",108,129,55,55,65,27
"ENSMUSG00000066892.14",5684,5444,2774,2625,4040,1220
"ENSMUSG00000066894.14",19,17,15,15,24,4
"ENSMUSG00000066896.6",0,0,0,0,0,0
"ENSMUSG00000066897.8",0,0,0,0,0,0
"ENSMUSG00000066899.6",0,0,0,0,0,0
"ENSMUSG00000066900.11",843,814,529,576,869,208
"ENSMUSG00000066902.7",0,0,0,0,0,0
"ENSMUSG00000066905.4",0,0,0,0,0,0
"ENSMUSG00000066912.3",0,0,0,0,0,0
"ENSMUSG00000066914.4",0,0,0,0,0,0
"ENSMUSG00000066936.4",0,0,0,0,0,0
"ENSMUSG00000066938.1",0,0,0,0,0,0
"ENSMUSG00000066952.11",4,8,0,1,4,0
"ENSMUSG00000066958.1",0,0,0,0,0,0
"ENSMUSG00000066964.2",0,0,1,0,0,0
"ENSMUSG00000066975.12",0,1,1,0,3,0
"ENSMUSG00000066979.6",5411,5311,3074,3058,4551,1223
"ENSMUSG00000066983.6",0,0,0,0,1,0
"ENSMUSG00000067001.11",5,4,1,0,2,0
"ENSMUSG00000067006.12",13,6,0,4,16,7
"ENSMUSG00000067010.4",0,0,0,0,0,0
"ENSMUSG00000067017.5",101,93,46,40,67,23
"ENSMUSG00000067028.11",0,4,0,0,0,0
"ENSMUSG00000067038.6",0,0,0,0,0,0
"ENSMUSG00000067047.4",0,0,0,0,0,0
"ENSMUSG00000067049.8",0,0,0,0,1,0
"ENSMUSG00000067058.7",0,0,1,1,0,0
"ENSMUSG00000067063.1",1,0,1,0,0,0
"ENSMUSG00000067064.4",0,0,0,0,0,0
"ENSMUSG00000067071.8",614,583,378,365,560,135
"ENSMUSG00000067081.13",0,0,0,0,0,0
"ENSMUSG00000067085.1",0,0,0,0,0,0
"ENSMUSG00000067101.5",0,0,0,0,0,0
"ENSMUSG00000067103.6",0,0,0,0,0,0
"ENSMUSG00000067106.6",34,41,19,15,15,7
"ENSMUSG00000067121.2",6,8,6,3,1,0
"ENSMUSG00000067122.2",0,0,0,0,0,0
"ENSMUSG00000067144.7",19,12,7,0,11,3
"ENSMUSG00000067147.7",0,0,1,0,0,0
"ENSMUSG00000067148.15",842,791,467,417,650,172
"ENSMUSG00000067149.6",285,288,277,261,374,50
"ENSMUSG00000067150.6",3609,3992,2202,2250,2960,837
"ENSMUSG00000067156.5",0,0,0,0,0,0
"ENSMUSG00000067158.9",1,3,0,1,2,1
"ENSMUSG00000067161.6",8,9,2,3,1,4
"ENSMUSG00000067173.3",0,0,0,0,0,0
"ENSMUSG00000067186.2",0,0,0,0,1,0
"ENSMUSG00000067189.5",0,1,1,1,3,0
"ENSMUSG00000067194.6",2652,2499,1475,1634,2538,670
"ENSMUSG00000067199.4",106,80,41,45,99,31
"ENSMUSG00000067201.11",0,0,0,0,0,0
"ENSMUSG00000067203.8",34,39,24,36,47,12
"ENSMUSG00000067206.3",4,7,4,6,6,1
"ENSMUSG00000067212.8",3142,3120,1666,1733,2554,742
"ENSMUSG00000067215.5",1,1,0,0,0,0
"ENSMUSG00000067219.9",80,101,32,59,64,34
"ENSMUSG00000067220.12",307,317,218,196,277,61
"ENSMUSG00000067224.3",4,5,4,4,4,0
"ENSMUSG00000067225.2",0,0,0,0,0,0
"ENSMUSG00000067229.3",0,0,0,0,0,0
"ENSMUSG00000067231.4",0,0,0,0,0,0
"ENSMUSG00000067235.14",9,4,7,1,12,0
"ENSMUSG00000067242.11",0,0,0,0,0,0
"ENSMUSG00000067261.4",0,1,0,0,0,0
"ENSMUSG00000067262.9",0,0,0,0,0,0
"ENSMUSG00000067274.10",1493,1476,837,889,1314,361
"ENSMUSG00000067276.5",7,5,2,0,5,2
"ENSMUSG00000067279.3",0,9,0,0,4,0
"ENSMUSG00000067285.4",0,0,0,0,0,0
"ENSMUSG00000067288.13",6,10,3,8,7,4
"ENSMUSG00000067292.3",0,0,2,0,0,0
"ENSMUSG00000067297.5",11,9,10,11,18,2
"ENSMUSG00000067299.11",0,0,0,0,0,0
"ENSMUSG00000067321.5",0,1,2,0,1,1
"ENSMUSG00000067331.5",0,0,0,0,0,0
"ENSMUSG00000067336.6",232,242,168,154,215,45
"ENSMUSG00000067338.6",4,1,0,1,1,0
"ENSMUSG00000067341.6",102,171,101,101,91,22
"ENSMUSG00000067344.7",10,5,0,3,2,0
"ENSMUSG00000067351.1",0,0,0,1,0,0
"ENSMUSG00000067352.6",0,0,0,0,0,0
"ENSMUSG00000067356.5",3,0,0,0,0,0
"ENSMUSG00000067360.12",0,0,0,0,0,0
"ENSMUSG00000067365.10",728,811,420,463,602,183
"ENSMUSG00000067367.9",1329,1258,762,664,1026,264
"ENSMUSG00000067369.12",579,549,344,374,575,143
"ENSMUSG00000067370.4",196,191,110,86,130,36
"ENSMUSG00000067377.12",416,490,301,297,370,92
"ENSMUSG00000067389.3",0,0,0,0,0,0
"ENSMUSG00000067399.10",0,0,0,0,0,0
"ENSMUSG00000067424.13",455,477,319,205,284,64
"ENSMUSG00000067430.7",409,461,228,244,312,100
"ENSMUSG00000067438.5",0,0,0,0,0,0
"ENSMUSG00000067441.5",0,0,0,0,0,0
"ENSMUSG00000067455.5",1504,1460,706,921,1398,444
"ENSMUSG00000067482.2",0,0,0,0,0,0
"ENSMUSG00000067513.1",0,0,0,0,0,0
"ENSMUSG00000067519.1",0,0,0,0,0,0
"ENSMUSG00000067522.3",0,0,0,0,0,0
"ENSMUSG00000067524.4",0,0,0,0,0,0
"ENSMUSG00000067525.3",0,0,0,0,0,0
"ENSMUSG00000067526.3",0,0,0,0,0,0
"ENSMUSG00000067528.3",0,0,0,0,0,0
"ENSMUSG00000067529.2",0,0,1,0,0,0
"ENSMUSG00000067541.7",0,0,2,0,0,0
"ENSMUSG00000067543.8",0,0,0,0,0,0
"ENSMUSG00000067545.3",0,0,10,0,0,0
"ENSMUSG00000067547.6",70,58,58,43,74,9
"ENSMUSG00000067555.2",0,0,0,0,1,0
"ENSMUSG00000067561.12",0,0,0,0,0,0
"ENSMUSG00000067562.11",0,0,0,0,0,0
"ENSMUSG00000067567.12",643,589,397,410,650,150
"ENSMUSG00000067571.4",0,0,0,0,0,0
"ENSMUSG00000067575.5",0,0,0,0,0,0
"ENSMUSG00000067577.8",121,133,92,90,120,26
"ENSMUSG00000067578.3",0,0,0,1,2,0
"ENSMUSG00000067586.4",29,29,17,11,18,5
"ENSMUSG00000067591.12",8,9,6,1,1,0
"ENSMUSG00000067594.6",17,21,15,13,16,1
"ENSMUSG00000067596.4",0,0,0,0,0,0
"ENSMUSG00000067597.5",0,0,0,0,0,0
"ENSMUSG00000067599.13",16,9,6,0,7,3
"ENSMUSG00000067604.8",0,4,1,0,0,0
"ENSMUSG00000067608.5",283,279,160,209,309,84
"ENSMUSG00000067610.1",2,0,1,1,4,0
"ENSMUSG00000067613.6",3,2,1,0,1,0
"ENSMUSG00000067614.5",0,0,1,0,0,0
"ENSMUSG00000067615.4",0,2,0,0,0,0
"ENSMUSG00000067616.11",0,1,0,0,1,0
"ENSMUSG00000067627.2",0,0,0,0,0,0
"ENSMUSG00000067629.13",18,19,14,14,18,3
"ENSMUSG00000067642.11",1,0,0,3,0,1
"ENSMUSG00000067649.3",0,0,0,0,0,0
"ENSMUSG00000067653.12",11,9,7,6,10,1
"ENSMUSG00000067656.13",0,0,0,0,0,0
"ENSMUSG00000067679.3",0,0,0,0,0,0
"ENSMUSG00000067684.1",0,0,0,0,0,0
"ENSMUSG00000067698.4",0,0,0,0,0,0
"ENSMUSG00000067700.5",0,0,0,0,0,0
"ENSMUSG00000067702.5",0,1,0,1,1,1
"ENSMUSG00000067704.1",0,0,0,0,0,0
"ENSMUSG00000067713.7",1332,1553,940,1075,1354,347
"ENSMUSG00000067714.13",150,150,87,74,109,30
"ENSMUSG00000067716.3",0,0,0,0,0,0
"ENSMUSG00000067719.5",0,0,0,0,0,0
"ENSMUSG00000067722.4",292,283,144,152,232,73
"ENSMUSG00000067724.5",0,0,2,0,1,0
"ENSMUSG00000067736.2",0,0,0,0,0,0
"ENSMUSG00000067745.4",0,0,0,0,0,0
"ENSMUSG00000067750.3",14,26,16,23,18,4
"ENSMUSG00000067764.11",0,0,0,0,0,0
"ENSMUSG00000067767.5",1,1,0,2,2,0
"ENSMUSG00000067768.12",34,50,24,32,31,11
"ENSMUSG00000067771.9",0,0,0,0,1,0
"ENSMUSG00000067773.6",0,0,0,0,0,0
"ENSMUSG00000067780.3",6,5,4,0,4,0
"ENSMUSG00000067786.16",0,4,0,0,0,0
"ENSMUSG00000067787.10",47,39,25,28,49,12
"ENSMUSG00000067795.13",0,0,6,0,0,0
"ENSMUSG00000067813.3",0,0,1,3,4,0
"ENSMUSG00000067818.6",9,12,6,3,2,1
"ENSMUSG00000067825.11",405,313,218,215,409,94
"ENSMUSG00000067835.4",0,0,0,0,0,0
"ENSMUSG00000067847.13",537,527,360,305,453,102
"ENSMUSG00000067848.12",0,0,0,0,0,0
"ENSMUSG00000067851.11",2412,2578,1448,1483,2022,561
"ENSMUSG00000067855.7",0,0,0,0,0,0
"ENSMUSG00000067860.11",1,0,0,0,0,0
"ENSMUSG00000067869.4",34,29,19,19,32,8
"ENSMUSG00000067870.5",75,94,32,54,60,30
"ENSMUSG00000067872.2",0,1,0,0,1,0
"ENSMUSG00000067873.11",2157,2164,1424,1372,1990,469
"ENSMUSG00000067878.13",15,13,7,8,14,5
"ENSMUSG00000067879.3",0,0,0,0,0,0
"ENSMUSG00000067882.14",0,0,0,0,1,0
"ENSMUSG00000067889.6",11,5,4,0,10,3
"ENSMUSG00000067909.4",0,0,0,0,0,0
"ENSMUSG00000067916.9",4,5,4,1,1,0
"ENSMUSG00000067919.8",0,0,0,0,0,0
"ENSMUSG00000067924.4",0,0,0,0,0,0
"ENSMUSG00000067925.4",0,0,0,0,0,0
"ENSMUSG00000067928.6",63,86,48,90,98,27
"ENSMUSG00000067929.3",11,16,6,5,1,3
