"","WT_1411","WT_1601","WT_1710","KO_1411","KO_1601","KO_1710"
"ENSMUSG00000074656.12",271,287,263,268,178,366
"ENSMUSG00000074657.5",5,7,8,6,4,5
"ENSMUSG00000074664.3",0,2,0,0,0,0
"ENSMUSG00000074665.10",0,0,0,0,0,0
"ENSMUSG00000074671.6",133,183,170,172,86,183
"ENSMUSG00000074673.15",4,3,5,1,2,1
"ENSMUSG00000074676.2",0,0,0,0,0,1
"ENSMUSG00000074677.11",0,0,0,0,0,0
"ENSMUSG00000074678.1",0,0,0,0,0,0
"ENSMUSG00000074679.3",0,0,0,0,0,0
"ENSMUSG00000074680.1",0,0,0,0,0,0
"ENSMUSG00000074681.2",0,0,0,0,0,0
"ENSMUSG00000074682.4",20,20,22,10,8,14
"ENSMUSG00000074695.3",0,0,0,0,0,0
"ENSMUSG00000074698.10",1083,1289,1210,1119,658,1345
"ENSMUSG00000074704.9",0,0,0,0,0,0
"ENSMUSG00000074715.3",1,6,6,0,0,0
"ENSMUSG00000074731.3",1,1,0,1,0,2
"ENSMUSG00000074733.14",435,498,340,418,251,659
"ENSMUSG00000074734.3",0,0,0,0,0,0
"ENSMUSG00000074735.2",0,0,0,0,0,1
"ENSMUSG00000074736.10",0,0,0,0,0,0
"ENSMUSG00000074737.2",0,0,0,0,0,0
"ENSMUSG00000074738.2",13,11,17,7,8,8
"ENSMUSG00000074739.2",1,0,0,0,0,0
"ENSMUSG00000074743.4",4,5,5,5,4,6
"ENSMUSG00000074746.3",1088,1191,981,978,626,1412
"ENSMUSG00000074748.3",843,1003,867,806,472,1043
"ENSMUSG00000074749.10",150,174,168,197,120,237
"ENSMUSG00000074753.5",0,0,0,0,0,0
"ENSMUSG00000074754.4",16,14,13,12,10,20
"ENSMUSG00000074758.10",0,0,0,0,0,0
"ENSMUSG00000074763.5",0,0,0,0,0,0
"ENSMUSG00000074764.11",0,0,0,0,0,1
"ENSMUSG00000074766.10",0,3,0,0,0,0
"ENSMUSG00000074768.6",0,0,0,0,0,0
"ENSMUSG00000074771.10",0,0,0,0,0,0
"ENSMUSG00000074776.4",0,0,0,0,0,0
"ENSMUSG00000074780.2",2,1,0,0,0,0
"ENSMUSG00000074781.5",150,180,161,171,99,212
"ENSMUSG00000074782.3",0,0,0,1,0,0
"ENSMUSG00000074783.10",0,0,0,1,0,0
"ENSMUSG00000074785.5",103,121,105,139,83,182
"ENSMUSG00000074793.10",10,7,10,5,6,8
"ENSMUSG00000074794.10",131,141,121,121,79,173
"ENSMUSG00000074796.10",6,7,6,1,1,2
"ENSMUSG00000074797.11",79,73,75,81,63,114
"ENSMUSG00000074800.4",5,6,3,1,0,5
"ENSMUSG00000074802.11",165,237,210,192,90,206
"ENSMUSG00000074804.3",0,0,0,0,0,0
"ENSMUSG00000074805.5",1,0,0,0,1,0
"ENSMUSG00000074807.3",20,29,28,32,15,32
"ENSMUSG00000074811.3",58,53,65,38,31,46
"ENSMUSG00000074812.11",0,0,0,0,0,0
"ENSMUSG00000074813.13",6,3,5,3,6,6
"ENSMUSG00000074817.2",1,0,1,0,0,1
"ENSMUSG00000074818.13",1,0,4,0,0,1
"ENSMUSG00000074824.3",6,1,4,3,5,6
"ENSMUSG00000074825.4",225,267,274,284,169,315
"ENSMUSG00000074826.10",2,1,3,3,0,2
"ENSMUSG00000074829.10",3,6,3,7,1,8
"ENSMUSG00000074830.4",0,0,0,0,0,0
"ENSMUSG00000074832.11",0,0,0,0,0,0
"ENSMUSG00000074837.2",0,0,0,0,0,0
"ENSMUSG00000074841.2",0,0,0,0,0,0
"ENSMUSG00000074846.3",0,0,0,0,0,0
"ENSMUSG00000074847.2",0,0,0,0,0,0
"ENSMUSG00000074849.2",0,0,0,0,0,0
"ENSMUSG00000074852.4",6,6,4,7,6,11
"ENSMUSG00000074862.11",40,55,46,58,29,69
"ENSMUSG00000074863.5",63,79,61,93,51,127
"ENSMUSG00000074865.11",28,23,17,15,14,32
"ENSMUSG00000074867.4",27,35,32,29,15,34
"ENSMUSG00000074868.2",3,6,8,8,3,5
"ENSMUSG00000074870.4",0,0,0,0,0,0
"ENSMUSG00000074871.3",0,0,0,0,0,0
"ENSMUSG00000074872.3",0,0,0,0,0,0
"ENSMUSG00000074874.10",0,0,0,0,0,0
"ENSMUSG00000074876.6",7,4,10,1,5,2
"ENSMUSG00000074877.3",0,0,0,0,0,0
"ENSMUSG00000074881.4",1,1,3,2,1,0
"ENSMUSG00000074882.3",0,0,0,0,0,0
"ENSMUSG00000074884.12",358,427,410,463,273,546
"ENSMUSG00000074885.4",0,0,0,0,0,0
"ENSMUSG00000074886.11",1309,1500,1691,1426,883,1470
"ENSMUSG00000074887.4",0,0,0,0,0,0
"ENSMUSG00000074890.4",59,84,81,69,32,68
"ENSMUSG00000074892.9",18,26,14,23,10,34
"ENSMUSG00000074895.10",0,0,0,0,0,0
"ENSMUSG00000074896.3",23,24,27,18,12,20
"ENSMUSG00000074899.6",1,3,4,3,0,1
"ENSMUSG00000074903.5",5,4,7,11,9,11
"ENSMUSG00000074909.5",502,674,569,673,344,800
"ENSMUSG00000074912.10",0,3,0,0,1,0
"ENSMUSG00000074913.3",0,0,0,0,0,0
"ENSMUSG00000074916.5",30,43,45,47,23,43
"ENSMUSG00000074918.4",103,145,160,133,66,114
"ENSMUSG00000074919.2",0,0,0,0,0,0
"ENSMUSG00000074922.1",46,65,68,36,16,31
"ENSMUSG00000074923.10",32,33,30,10,7,16
"ENSMUSG00000074925.4",809,971,723,778,445,1116
"ENSMUSG00000074928.4",0,0,0,0,0,0
"ENSMUSG00000074930.5",0,0,0,0,0,0
"ENSMUSG00000074934.3",1,3,0,2,2,0
"ENSMUSG00000074939.3",0,0,0,0,0,0
"ENSMUSG00000074945.3",0,0,0,0,0,0
"ENSMUSG00000074946.5",0,0,0,0,0,0
"ENSMUSG00000074947.3",0,0,0,0,0,0
"ENSMUSG00000074952.3",0,0,0,0,0,0
"ENSMUSG00000074955.3",0,0,0,0,0,0
"ENSMUSG00000074965.5",0,0,0,0,0,0
"ENSMUSG00000074966.5",0,0,0,0,0,0
"ENSMUSG00000074968.11",0,0,0,0,0,0
"ENSMUSG00000074970.1",0,0,0,0,0,0
"ENSMUSG00000074971.4",0,0,0,0,0,0
"ENSMUSG00000074973.4",0,0,0,0,0,0
"ENSMUSG00000074978.4",0,2,3,0,0,2
"ENSMUSG00000074981.13",0,0,1,0,0,0
"ENSMUSG00000074987.9",0,0,0,0,0,0
"ENSMUSG00000074991.5",0,0,0,0,0,0
"ENSMUSG00000074994.5",0,0,0,0,0,0
"ENSMUSG00000074995.2",0,0,0,0,0,0
"ENSMUSG00000074996.4",0,0,0,0,0,0
"ENSMUSG00000074997.3",0,0,0,0,0,0
"ENSMUSG00000074999.2",0,0,0,0,0,0
"ENSMUSG00000075000.11",1,0,0,2,1,3
"ENSMUSG00000075002.2",0,0,0,0,0,0
"ENSMUSG00000075006.2",0,0,0,0,0,0
"ENSMUSG00000075010.5",22,34,31,40,17,39
"ENSMUSG00000075012.4",0,6,7,0,1,0
"ENSMUSG00000075014.1",3,4,11,12,8,1
"ENSMUSG00000075015.3",0,1,0,0,1,0
"ENSMUSG00000075020.6",10,5,12,7,9,8
"ENSMUSG00000075023.11",0,0,0,0,0,0
"ENSMUSG00000075025.10",1,0,1,0,1,1
"ENSMUSG00000075027.10",0,0,0,0,0,0
"ENSMUSG00000075028.12",163,194,221,177,106,173
"ENSMUSG00000075029.7",1,0,0,3,0,0
"ENSMUSG00000075031.4",885,1114,1300,1237,699,1102
"ENSMUSG00000075033.4",262,303,261,349,211,464
"ENSMUSG00000075036.1",0,0,0,0,0,0
"ENSMUSG00000075040.9",316,418,453,420,225,392
"ENSMUSG00000075042.10",0,0,3,0,0,0
"ENSMUSG00000075044.13",0,0,0,0,0,0
"ENSMUSG00000075045.4",0,0,0,0,0,0
"ENSMUSG00000075046.7",0,0,0,0,0,0
"ENSMUSG00000075053.3",2,2,1,2,1,0
"ENSMUSG00000075054.5",180,201,172,158,99,218
"ENSMUSG00000075061.2",0,0,0,0,0,0
"ENSMUSG00000075062.4",0,0,0,0,0,0
"ENSMUSG00000075063.2",0,0,0,0,0,0
"ENSMUSG00000075064.5",0,0,0,0,0,0
"ENSMUSG00000075065.5",0,0,0,0,0,0
"ENSMUSG00000075066.7",0,0,0,0,0,0
"ENSMUSG00000075067.4",0,0,0,0,0,0
"ENSMUSG00000075068.3",0,0,0,0,0,0
"ENSMUSG00000075069.3",0,0,0,0,0,0
"ENSMUSG00000075070.6",0,1,1,0,0,0
"ENSMUSG00000075072.3",0,0,0,0,0,0
"ENSMUSG00000075073.3",0,0,0,0,0,0
"ENSMUSG00000075074.3",1,0,0,0,0,0
"ENSMUSG00000075075.2",0,0,0,0,0,0
"ENSMUSG00000075078.5",0,0,0,0,0,0
"ENSMUSG00000075079.3",0,0,0,0,0,0
"ENSMUSG00000075081.6",0,0,0,0,0,0
"ENSMUSG00000075084.3",0,0,0,0,0,0
"ENSMUSG00000075085.6",0,0,0,0,0,0
"ENSMUSG00000075086.2",0,0,0,0,0,0
"ENSMUSG00000075088.2",0,0,0,0,0,0
"ENSMUSG00000075090.4",0,0,0,0,0,0
"ENSMUSG00000075091.5",0,0,0,0,0,0
"ENSMUSG00000075092.2",0,0,0,0,0,0
"ENSMUSG00000075093.3",0,0,0,0,0,0
"ENSMUSG00000075094.1",0,0,0,0,0,0
"ENSMUSG00000075095.5",0,0,0,0,0,0
"ENSMUSG00000075097.3",0,0,0,0,0,0
"ENSMUSG00000075099.2",0,0,0,0,0,0
"ENSMUSG00000075100.4",0,0,0,0,0,0
"ENSMUSG00000075101.4",0,0,0,0,0,0
"ENSMUSG00000075102.2",0,0,0,0,0,0
"ENSMUSG00000075104.3",0,0,0,0,0,0
"ENSMUSG00000075105.3",0,0,0,0,0,0
"ENSMUSG00000075107.3",0,0,0,0,0,0
"ENSMUSG00000075110.2",0,0,0,0,0,0
"ENSMUSG00000075111.11",0,0,0,0,0,0
"ENSMUSG00000075112.2",0,0,0,0,0,0
"ENSMUSG00000075113.2",0,0,0,0,0,0
"ENSMUSG00000075114.4",0,0,0,0,0,0
"ENSMUSG00000075115.3",0,0,0,0,0,0
"ENSMUSG00000075117.3",0,0,0,0,0,0
"ENSMUSG00000075119.2",0,0,0,0,0,0
"ENSMUSG00000075120.4",0,0,0,0,0,0
"ENSMUSG00000075121.2",1,0,0,1,0,0
"ENSMUSG00000075122.5",9,14,11,13,5,13
"ENSMUSG00000075125.2",0,0,0,0,0,0
"ENSMUSG00000075126.4",0,0,0,0,0,0
"ENSMUSG00000075127.2",0,0,0,0,0,0
"ENSMUSG00000075128.7",0,0,0,0,0,0
"ENSMUSG00000075132.2",0,1,0,0,0,2
"ENSMUSG00000075133.2",0,0,0,0,0,0
"ENSMUSG00000075136.4",0,0,0,0,0,0
"ENSMUSG00000075137.4",0,0,0,0,0,0
"ENSMUSG00000075139.3",0,0,0,0,0,0
"ENSMUSG00000075140.4",0,0,0,0,0,0
"ENSMUSG00000075141.5",0,0,0,0,0,0
"ENSMUSG00000075142.1",0,0,0,0,0,0
"ENSMUSG00000075143.5",0,0,0,0,0,0
"ENSMUSG00000075144.5",0,0,0,0,0,0
"ENSMUSG00000075145.2",0,0,0,0,0,0
"ENSMUSG00000075146.2",0,0,0,0,0,0
"ENSMUSG00000075148.1",0,0,0,0,0,0
"ENSMUSG00000075149.2",0,0,0,0,0,0
"ENSMUSG00000075150.2",0,0,0,0,0,0
"ENSMUSG00000075151.6",0,0,0,0,0,0
"ENSMUSG00000075153.2",0,0,0,0,0,0
"ENSMUSG00000075155.2",0,0,0,0,0,0
"ENSMUSG00000075156.4",0,0,0,0,0,0
"ENSMUSG00000075158.5",0,0,0,0,0,0
"ENSMUSG00000075159.5",0,0,0,0,0,0
"ENSMUSG00000075160.3",0,0,0,0,0,0
"ENSMUSG00000075161.3",0,0,0,0,0,0
"ENSMUSG00000075162.3",0,0,0,0,0,0
"ENSMUSG00000075163.5",0,0,0,0,0,0
"ENSMUSG00000075164.2",0,0,0,0,0,0
"ENSMUSG00000075165.3",0,0,0,0,0,0
"ENSMUSG00000075166.2",0,0,0,0,0,0
"ENSMUSG00000075167.3",0,0,0,0,0,0
"ENSMUSG00000075168.4",0,0,0,0,0,0
"ENSMUSG00000075169.5",0,0,0,0,0,0
"ENSMUSG00000075170.4",0,0,0,0,0,0
"ENSMUSG00000075171.3",0,0,0,0,0,0
"ENSMUSG00000075172.3",0,0,0,0,0,0
"ENSMUSG00000075174.2",0,0,0,0,0,0
"ENSMUSG00000075175.2",0,0,0,0,0,0
"ENSMUSG00000075176.3",0,0,0,0,0,0
"ENSMUSG00000075179.3",0,0,0,0,0,0
"ENSMUSG00000075181.1",0,0,0,0,0,0
"ENSMUSG00000075184.3",0,0,4,0,0,5
"ENSMUSG00000075185.1",0,0,0,1,0,0
"ENSMUSG00000075186.4",1,0,1,0,0,0
"ENSMUSG00000075187.2",0,0,0,0,0,0
"ENSMUSG00000075188.4",0,0,0,0,0,0
"ENSMUSG00000075189.5",0,0,0,0,0,0
"ENSMUSG00000075190.2",0,0,0,0,0,0
"ENSMUSG00000075192.4",0,0,0,0,0,0
"ENSMUSG00000075193.2",0,0,0,0,0,0
"ENSMUSG00000075194.3",0,0,0,0,0,0
"ENSMUSG00000075195.3",0,0,0,0,0,0
"ENSMUSG00000075196.3",0,0,0,0,0,0
"ENSMUSG00000075197.3",0,0,0,0,0,0
"ENSMUSG00000075198.2",0,0,0,0,0,0
"ENSMUSG00000075199.3",0,0,0,0,0,0
"ENSMUSG00000075200.2",0,0,0,0,0,0
"ENSMUSG00000075201.2",0,0,0,0,0,0
"ENSMUSG00000075202.5",0,0,0,0,0,0
"ENSMUSG00000075203.1",0,0,0,0,0,0
"ENSMUSG00000075204.3",0,0,0,0,0,0
"ENSMUSG00000075205.5",0,0,0,0,0,0
"ENSMUSG00000075206.1",0,0,0,0,0,0
"ENSMUSG00000075208.6",0,0,0,0,0,0
"ENSMUSG00000075209.3",0,0,0,0,0,0
"ENSMUSG00000075210.4",0,0,0,0,0,0
"ENSMUSG00000075211.4",0,0,0,0,0,0
"ENSMUSG00000075212.5",0,0,0,0,0,0
"ENSMUSG00000075214.3",0,0,0,0,0,0
"ENSMUSG00000075215.2",0,0,0,0,0,0
"ENSMUSG00000075217.1",2,3,1,2,0,0
"ENSMUSG00000075218.3",0,0,0,0,0,0
"ENSMUSG00000075219.3",0,0,0,0,0,0
"ENSMUSG00000075220.1",0,0,0,0,0,0
"ENSMUSG00000075221.3",0,0,0,0,0,0
"ENSMUSG00000075222.5",0,0,0,0,0,0
"ENSMUSG00000075223.4",0,0,0,0,0,0
"ENSMUSG00000075224.10",0,2,0,0,0,0
"ENSMUSG00000075225.14",46,65,60,123,64,134
"ENSMUSG00000075227.6",50,41,58,28,26,33
"ENSMUSG00000075228.1",0,0,0,0,0,0
"ENSMUSG00000075229.11",54,73,70,78,40,82
"ENSMUSG00000075232.6",38,45,21,38,20,70
"ENSMUSG00000075245.4",0,2,1,0,0,0
"ENSMUSG00000075249.12",0,0,0,0,0,0
"ENSMUSG00000075254.12",1261,1366,1370,1817,1185,2243
"ENSMUSG00000075256.9",16,28,27,24,9,21
"ENSMUSG00000075265.4",0,4,0,0,0,1
"ENSMUSG00000075266.5",40,45,50,50,32,53
"ENSMUSG00000075267.9",1,0,0,0,1,0
"ENSMUSG00000075268.2",0,0,0,0,0,0
"ENSMUSG00000075269.5",1,0,0,2,1,1
"ENSMUSG00000075270.11",29,39,33,61,33,73
"ENSMUSG00000075271.4",5,13,12,18,5,14
"ENSMUSG00000075272.4",0,0,0,1,0,3
"ENSMUSG00000075273.4",6,10,5,5,0,9
"ENSMUSG00000075276.5",0,0,0,0,0,0
"ENSMUSG00000075277.5",0,0,0,0,0,0
"ENSMUSG00000075279.5",12,12,6,6,4,16
"ENSMUSG00000075284.10",1037,1224,1103,1136,673,1427
"ENSMUSG00000075286.4",0,0,0,0,0,0
"ENSMUSG00000075288.2",1,0,3,1,0,0
"ENSMUSG00000075289.5",0,0,0,0,0,0
"ENSMUSG00000075296.5",0,0,0,0,0,1
"ENSMUSG00000075297.10",1,0,0,0,0,1
"ENSMUSG00000075302.10",0,0,0,0,0,0
"ENSMUSG00000075304.2",0,0,0,0,0,0
"ENSMUSG00000075307.3",0,2,0,1,0,3
"ENSMUSG00000075312.4",0,1,1,2,0,0
"ENSMUSG00000075316.11",1,2,2,0,0,2
"ENSMUSG00000075318.12",0,2,0,1,0,2
"ENSMUSG00000075324.13",2,0,0,0,1,0
"ENSMUSG00000075325.3",0,0,0,0,0,0
"ENSMUSG00000075327.10",378,459,400,353,201,445
"ENSMUSG00000075330.4",98,110,120,67,41,72
"ENSMUSG00000075334.2",0,4,2,0,1,0
"ENSMUSG00000075335.3",0,1,0,0,0,0
"ENSMUSG00000075359.2",0,0,0,0,0,0
"ENSMUSG00000075370.12",0,2,0,1,0,1
"ENSMUSG00000075376.10",2025,2110,1697,1896,1282,2899
"ENSMUSG00000075377.2",1,0,0,0,0,0
"ENSMUSG00000075378.2",0,0,0,0,0,0
"ENSMUSG00000075379.4",0,0,0,0,0,0
"ENSMUSG00000075380.2",0,0,0,0,0,0
"ENSMUSG00000075382.3",0,0,0,0,0,0
"ENSMUSG00000075383.4",0,0,0,0,0,0
"ENSMUSG00000075384.2",0,0,0,0,0,0
"ENSMUSG00000075387.2",0,0,0,0,0,0
"ENSMUSG00000075389.3",17,33,31,46,18,39
"ENSMUSG00000075390.5",1,0,2,0,0,0
"ENSMUSG00000075391.6",8,6,7,6,6,9
"ENSMUSG00000075394.4",0,0,0,0,0,0
"ENSMUSG00000075395.11",0,0,0,0,0,0
"ENSMUSG00000075402.1",0,0,1,0,0,0
"ENSMUSG00000075405.3",0,0,2,0,1,0
"ENSMUSG00000075408.5",0,1,2,6,4,5
"ENSMUSG00000075410.13",2,0,0,0,1,0
"ENSMUSG00000075415.13",2920,3190,3394,3810,2467,4398
"ENSMUSG00000075416.5",0,0,0,0,0,0
"ENSMUSG00000075419.4",63,70,78,62,40,68
"ENSMUSG00000075420.6",4,5,4,4,1,6
"ENSMUSG00000075425.10",1,0,0,0,0,0
"ENSMUSG00000075427.15",0,0,0,0,0,0
"ENSMUSG00000075431.6",0,1,0,0,0,0
"ENSMUSG00000075437.4",0,0,0,0,0,0
"ENSMUSG00000075463.3",4,7,4,10,4,13
"ENSMUSG00000075465.2",0,0,1,0,1,0
"ENSMUSG00000075467.4",177,191,226,149,98,155
"ENSMUSG00000075469.3",0,0,0,0,0,0
"ENSMUSG00000075470.2",1176,1370,1149,1032,616,1392
"ENSMUSG00000075478.3",0,0,0,0,0,0
"ENSMUSG00000075480.2",3,6,7,7,3,5
"ENSMUSG00000075486.10",207,244,224,221,131,275
"ENSMUSG00000075502.2",18,21,19,25,15,32
"ENSMUSG00000075510.3",0,0,0,0,0,2
"ENSMUSG00000075511.9",20,23,20,19,11,25
"ENSMUSG00000075512.5",0,0,0,0,0,0
"ENSMUSG00000075514.4",2,1,4,2,3,0
"ENSMUSG00000075517.4",0,0,0,0,0,0
"ENSMUSG00000075520.5",0,0,1,2,0,0
"ENSMUSG00000075524.3",0,1,3,1,2,1
"ENSMUSG00000075525.3",0,0,0,0,0,0
"ENSMUSG00000075528.13",21,22,24,20,13,23
"ENSMUSG00000075534.5",0,0,0,1,0,0
"ENSMUSG00000075538.2",0,0,2,0,0,0
"ENSMUSG00000075543.4",0,0,0,0,0,0
"ENSMUSG00000075549.2",0,0,0,0,0,0
"ENSMUSG00000075551.4",0,0,0,0,0,0
"ENSMUSG00000075552.4",0,0,0,0,0,0
"ENSMUSG00000075553.2",7,10,5,4,0,8
"ENSMUSG00000075555.12",19,20,20,16,11,20
"ENSMUSG00000075558.3",0,0,0,0,0,0
"ENSMUSG00000075566.2",0,0,0,0,0,0
"ENSMUSG00000075567.4",0,0,0,0,0,0
"ENSMUSG00000075569.10",7,7,4,5,4,10
"ENSMUSG00000075570.2",0,0,0,0,0,0
"ENSMUSG00000075571.8",0,0,0,0,0,0
"ENSMUSG00000075572.1",0,0,0,0,0,0
"ENSMUSG00000075573.4",0,0,0,0,0,0
"ENSMUSG00000075574.2",0,0,0,0,0,0
"ENSMUSG00000075576.12",9,11,19,18,12,13
"ENSMUSG00000075581.5",1,1,6,0,0,0
"ENSMUSG00000075585.3",1,2,0,0,1,3
"ENSMUSG00000075586.4",5,8,7,9,4,8
"ENSMUSG00000075587.5",1,0,0,0,1,1
"ENSMUSG00000075588.6",0,0,0,0,0,0
"ENSMUSG00000075589.3",0,0,0,0,0,0
"ENSMUSG00000075590.4",5,3,6,1,4,0
"ENSMUSG00000075591.2",0,0,0,1,0,0
"ENSMUSG00000075592.10",25,34,43,35,18,26
"ENSMUSG00000075593.10",0,0,0,0,0,0
"ENSMUSG00000075595.9",1543,1713,1699,1814,1153,2211
"ENSMUSG00000075598.5",0,0,0,0,0,0
"ENSMUSG00000075599.4",0,0,0,0,0,0
"ENSMUSG00000075600.3",38,32,41,17,16,22
"ENSMUSG00000075602.10",44,33,37,24,24,39
"ENSMUSG00000075604.5",0,1,0,0,0,0
"ENSMUSG00000075605.3",1,1,0,0,0,0
"ENSMUSG00000075609.3",0,1,4,0,0,0
"ENSMUSG00000075610.9",0,0,1,0,0,0
"ENSMUSG00000075611.5",0,0,0,0,0,0
"ENSMUSG00000075700.9",796,889,698,674,421,990
"ENSMUSG00000075701.9",121,151,157,158,90,165
"ENSMUSG00000075702.9",2,1,2,2,0,1
"ENSMUSG00000075703.15",480,624,557,649,346,754
"ENSMUSG00000075704.16",6,9,9,8,4,7
"ENSMUSG00000075705.12",112,112,130,110,78,128
"ENSMUSG00000075706.10",34,31,43,32,25,34
"ENSMUSG00000075707.5",0,0,0,0,0,0
"ENSMUSG00000075719.1",0,0,0,0,0,0
"ENSMUSG00000075726.1",0,0,0,0,0,0
"ENSMUSG00000075760.1",28,26,59,30,23,8
"ENSMUSG00000075770.1",0,0,0,0,0,0
"ENSMUSG00000075826.1",6,2,9,8,10,6
"ENSMUSG00000075829.1",8,1,3,3,5,10
"ENSMUSG00000075832.1",0,0,0,0,0,0
"ENSMUSG00000075833.1",3,4,5,3,1,2
"ENSMUSG00000075837.1",0,0,2,1,1,0
"ENSMUSG00000075864.1",9,8,11,11,9,13
"ENSMUSG00000075874.1",1,0,0,0,0,0
"ENSMUSG00000075893.1",49,40,98,44,37,13
"ENSMUSG00000075903.1",55,63,133,76,49,14
"ENSMUSG00000075906.1",0,0,0,0,0,0
"ENSMUSG00000075908.1",0,0,0,0,0,0
"ENSMUSG00000075918.1",56,24,80,25,34,13
"ENSMUSG00000075934.1",0,0,0,0,0,0
"ENSMUSG00000075952.1",0,0,0,0,0,0
"ENSMUSG00000075958.1",0,0,0,0,0,0
"ENSMUSG00000075968.1",0,0,0,0,0,0
"ENSMUSG00000075973.1",0,0,0,0,0,0
"ENSMUSG00000075983.1",1,1,3,1,3,0
"ENSMUSG00000076005.1",0,0,0,0,0,0
"ENSMUSG00000076006.2",0,0,0,0,0,0
"ENSMUSG00000076009.1",0,0,0,0,0,0
"ENSMUSG00000076010.1",0,0,0,0,0,0
"ENSMUSG00000076011.1",8,7,4,6,1,12
"ENSMUSG00000076012.1",0,0,0,0,0,0
"ENSMUSG00000076014.1",0,0,0,5,3,0
"ENSMUSG00000076028.1",0,0,1,0,0,0
"ENSMUSG00000076030.1",0,0,0,0,0,0
"ENSMUSG00000076031.1",0,0,0,0,0,0
"ENSMUSG00000076033.1",0,0,0,0,0,0
"ENSMUSG00000076036.1",0,0,0,0,0,0
"ENSMUSG00000076037.1",0,0,0,0,0,0
"ENSMUSG00000076038.1",0,0,0,0,0,0
"ENSMUSG00000076039.1",0,0,0,0,0,0
"ENSMUSG00000076041.1",1,2,2,0,2,3
"ENSMUSG00000076042.1",0,0,0,0,0,0
"ENSMUSG00000076049.4",0,0,0,0,0,0
"ENSMUSG00000076050.1",0,0,0,0,0,0
"ENSMUSG00000076051.1",0,0,0,0,0,0
"ENSMUSG00000076052.1",0,0,0,0,0,0
"ENSMUSG00000076060.1",0,0,0,1,1,1
"ENSMUSG00000076062.1",0,0,0,0,0,0
"ENSMUSG00000076063.1",0,0,0,0,0,0
"ENSMUSG00000076064.1",0,0,0,0,0,0
"ENSMUSG00000076065.1",1,0,1,1,0,0
"ENSMUSG00000076066.1",0,0,0,0,0,0
"ENSMUSG00000076067.1",0,0,0,0,0,0
"ENSMUSG00000076068.1",0,0,0,0,0,0
"ENSMUSG00000076117.1",0,0,0,0,0,0
"ENSMUSG00000076118.1",0,0,0,1,1,0
"ENSMUSG00000076119.1",0,0,0,0,1,0
"ENSMUSG00000076120.1",0,0,0,0,0,0
"ENSMUSG00000076121.1",4,4,0,1,0,5
"ENSMUSG00000076122.1",0,0,0,0,1,0
"ENSMUSG00000076123.1",3,0,1,0,3,3
"ENSMUSG00000076126.1",1,0,0,0,1,2
"ENSMUSG00000076127.1",0,0,0,0,0,0
"ENSMUSG00000076128.1",0,0,0,0,0,0
"ENSMUSG00000076129.1",0,0,0,0,0,0
"ENSMUSG00000076135.1",1,0,1,0,0,0
"ENSMUSG00000076136.1",1,0,0,0,0,1
"ENSMUSG00000076137.1",0,0,0,0,0,1
"ENSMUSG00000076138.1",0,0,0,0,0,0
"ENSMUSG00000076140.1",0,0,0,0,0,1
"ENSMUSG00000076141.1",3,6,6,5,0,3
"ENSMUSG00000076142.1",0,0,0,0,0,0
"ENSMUSG00000076143.1",0,0,0,0,0,0
"ENSMUSG00000076144.1",5,3,7,2,4,1
"ENSMUSG00000076145.1",0,0,0,0,0,0
"ENSMUSG00000076146.1",0,0,0,0,0,0
"ENSMUSG00000076147.1",0,0,0,0,0,0
"ENSMUSG00000076163.1",2,1,4,2,1,1
"ENSMUSG00000076180.1",0,0,0,0,0,0
"ENSMUSG00000076190.1",0,0,0,0,0,0
"ENSMUSG00000076199.1",0,0,0,0,0,0
"ENSMUSG00000076212.1",0,0,0,0,0,0
"ENSMUSG00000076214.1",0,0,0,0,0,0
"ENSMUSG00000076216.1",0,0,0,0,0,0
"ENSMUSG00000076217.1",4,4,5,11,8,14
"ENSMUSG00000076218.1",0,0,0,0,0,0
"ENSMUSG00000076219.1",0,0,0,0,0,0
"ENSMUSG00000076222.1",0,0,1,2,0,0
"ENSMUSG00000076227.1",0,0,0,0,0,0
"ENSMUSG00000076228.1",0,0,0,0,0,0
"ENSMUSG00000076229.1",0,0,0,0,0,0
"ENSMUSG00000076230.1",0,0,0,0,0,0
"ENSMUSG00000076231.1",0,0,0,0,0,0
"ENSMUSG00000076232.1",0,0,0,0,0,0
"ENSMUSG00000076233.1",0,0,0,0,0,0
"ENSMUSG00000076234.1",0,0,0,0,0,0
"ENSMUSG00000076236.1",0,0,0,0,0,0
"ENSMUSG00000076237.1",0,0,0,0,0,0
"ENSMUSG00000076238.1",0,0,0,0,0,0
"ENSMUSG00000076240.1",0,0,0,0,0,1
"ENSMUSG00000076241.2",0,0,0,0,0,0
"ENSMUSG00000076246.1",0,0,0,0,0,0
"ENSMUSG00000076251.1",2,1,0,1,1,0
"ENSMUSG00000076252.1",0,0,0,0,0,0
"ENSMUSG00000076253.1",0,0,0,0,0,0
"ENSMUSG00000076255.2",0,0,0,0,0,0
"ENSMUSG00000076256.1",0,0,0,0,0,0
"ENSMUSG00000076258.1",10,8,17,7,7,0
"ENSMUSG00000076269.1",2,1,3,2,3,1
"ENSMUSG00000076270.1",0,0,0,0,0,0
"ENSMUSG00000076271.1",4,4,7,4,4,1
"ENSMUSG00000076272.1",0,0,0,0,0,0
"ENSMUSG00000076274.1",0,0,0,0,0,0
