"","ID_REF","T.DP.Th_1","T.DP.Th_2","mean","stdiv"
"910","miR-669c-5p",10.96581965,14.33337966,12.649599655,2.38122451912364
"207","miR-467e-5p",18.87146125,6.262066892,12.566764071,8.91618825719719
"72","miR-652-3p",13.80965201,10.84664645,12.32814923,2.09516132416944
"555","miR-3069-3p",15.2381633,7.981574431,11.6098688655,5.13118319755272
"323","miR-296-3p",11.59392214,11.40270651,11.498314325,0.135209868641858
"187","miR-328-3p",3.824685638,18.78308493,11.303885284,10.5771855750693
"182","miR-98-5p",12.46193935,9.749863486,11.105901418,1.91772723452676
"161","miR-320-3p",9.449962436,11.60428566,10.527124048,1.52333656055807
"221","miR-34a-5p",14.44103947,6.262066892,10.351553181,5.78340697304262
"388","miR-1962",10.11828869,10.45005525,10.28417197,0.234594384346934
"67","miR-466d-3p",3.347784788,16.55011709,9.948950939,9.3354586982224
"485","miR-93-3p",7.11439775,11.72955363,9.42197569,3.26340801898097
"661","miR-1934-5p",13.27233416,5.093419885,9.1828770225,5.78336574659595
"277","miR-669b-5p",10.16010683,7.616268671,8.8881877505,1.79876521247
"275","miR-451a",11.67293271,4.848264007,8.2605983585,4.8257695192429
"501","miR-450a-5p",2.108471012,13.28089803,7.694684521,7.9000989067396
"175","miR-146b-5p",10.55615581,4.280760255,7.4184580325,4.43737475156842
"833","miR-1930-5p",11.72365206,3.061762839,7.3927074495,6.12488060605576
"325","miR-151-5p",6.723247588,7.668903583,7.1960755855,0.668679766734211
"899","miR-466o-3p",4.345117736,9.702371961,7.0237448485,3.78815079103778
"339","miR-1188-5p",6.005200851,7.861812128,6.9335064895,1.31282242399412
"721","miR-7a-1-3p",4.234746136,9.356906449,6.7958262925,3.62191429164691
"165","miR-532-3p",5.718194466,7.446236335,6.5822154005,1.22191012374418
"344","miR-1199-5p",7.003799224,6.039971968,6.521885596,0.681528788610023
"653","miR-664-5p",6.740583219,6.100334997,6.420459108,0.45272385941883
"292","miR-702-3p",6.482410443,5.713480797,6.09794562,0.543715366941972
"619","miR-127-3p",2.257078532,9.444708412,5.850893472,5.08242182880705
"794","miR-1839-5p",2.541122692,9.151898613,5.8465106525,4.67452448264384
"816","miR-664-3p",9.059832515,2.32989896,5.6948657375,4.75878165367539
"551","miR-344g-5p",5.982174752,5.073551216,5.527862984,0.642493863851299
"637","miR-1188-3p",6.776762126,4.268452238,5.522607182,1.77364293112207
"341","miR-1191a",9.0322489,1.784228524,5.408238712,5.12512435804787
"530","miR-3069-5p",6.284043969,4.259575179,5.271809574,1.43151560970952
"160","miR-126a-3p",7.870939671,2.537670929,5.2043053,3.77119049335845
"97","miR-500-3p",6.61344859,3.736729053,5.1750888215,2.03414789218453
"183","miR-762",5.284418424,5.024124533,5.1542714785,0.184055575427532
"245","miR-339-5p",6.373113203,3.813063968,5.0930885855,1.81022817423993
"421","miR-30e-3p",7.561960201,2.277001333,4.919480767,3.73703025385478
"121","miR-532-5p",4.113042304,5.492801717,4.8029220105,0.97563723733827
"310","miR-761",0.45308906,9.127452076,4.790270568,6.13370091108739
"364","miR-1897-3p",4.808301547,4.383361317,4.595831432,0.300478118231971
"205","miR-700-3p",7.265793688,1.913598197,4.5896959425,3.78457372592216
"305","miR-151-3p",4.341284561,4.488480337,4.414882449,0.104083131371616
"885","miR-219a-5p",2.014779166,6.610084302,4.312431734,3.24937142328697
"866","miR-350-5p",1.821182782,6.793840261,4.3075115215,3.5161998239189
"320","miR-147-3p",1.477479081,7.062081373,4.269780227,3.94891015090314
"149","miR-296-5p",4.785123007,3.714752647,4.249937827,0.756866139937086
"168","miR-107-3p",5.456065157,2.698801481,4.077433319,1.94967984281895
"849","let-7f-2-3p",2.045890149,6.034498633,4.040194391,2.8203721065346
"358","miR-183-3p",5.345651589,2.723637823,4.034644706,1.85404371430308
"446","miR-467h",2.66356403,5.402286455,4.0329252425,1.93656919850517
"99","miR-101b-3p",1.358604818,6.551962824,3.955283821,3.67225866317205
"686","miR-3102-5p",2.474685113,5.33092541,3.9028052615,2.01966688270698
"417","miR-30a-3p",5.225452366,2.463010143,3.8442312545,1.95334162851934
"330","let-7b-3p",2.671290566,4.706520942,3.688905754,1.43912520014645
"564","miR-1981-5p",1.167957327,6.185753054,3.6768551905,3.54811738517058
"724","miR-3106-5p",4.606670536,2.73044026,3.668555398,1.32669515122711
"276","miR-132-3p",5.55058786,1.437738653,3.4941632565,2.90822356426741
"263","miR-211-5p",3.354257289,3.478936121,3.416596705,0.0881612475776182
"316","miR-704",0.870237707,5.864616632,3.3674271695,3.53155920568268
"326","miR-501-3p",4.220343577,2.389163663,3.30475362,1.294839734762
"50","miR-872-5p",0.807577828,5.775960572,3.2917692,3.51317712981263
"266","miR-205-5p",6.076146628,0.456875258,3.266510943,3.97342489105442
"11","miR-194-5p",0.636049547,5.765732127,3.200890837,3.6272333376525
"427","miR-340-5p",1.258711035,5.096711192,3.1777111135,2.71387593720973
"399","miR-22-5p",1.000286067,5.314484087,3.157385077,3.05059867532358
"676","miR-1306-3p",1.309460212,4.858758366,3.084109289,2.50973279314629
"850","miR-3091-5p",2.641054913,3.512663703,3.076859308,0.616320485950801
"362","miR-1895",3.344999545,2.793286068,3.0691428065,0.390120340858708
"144","miR-31-5p",2.984554597,3.006120148,2.9953373725,0.0152491473521244
"141","miR-433-3p",4.931577047,1.021226692,2.9764018695,2.76503525283572
"765","miR-18b-3p",1.378894121,4.554411036,2.9666525785,2.24542954436909
"572","miR-363-3p",4.49553546,1.431120434,2.963327947,2.16686864525455
"117","miR-343",2.75789916,3.077439955,2.9176695575,0.22594946301024
"908","miR-767",4.388211725,1.346546568,2.8673791465,2.15078205861354
"811","miR-1198-5p",2.914886572,2.814875632,2.864881102,0.0707184138668408
"587","miR-3101-5p",1.147680956,4.484163707,2.8159223315,2.35924957854405
"347","miR-141-5p",2.773420029,2.796957106,2.7851885675,0.0166432267560098
"558","miR-3072-5p",1.765492724,3.774472469,2.7699825965,1.42056320095592
"247","miR-342-5p",3.120105165,2.41060094,2.7653530525,0.501695248778006
"860","miR-181b-2-3p",3.855997525,1.63329761,2.7446475675,1.57168618243926
"333","let-7g-3p",5.232804737,0.107932194,2.6703684655,3.62383212787205
"307","miR-497a-5p",0.972487532,4.342696013,2.6575917725,2.38309727092751
"92","miR-467b-3p",2.935414025,2.352964646,2.6441893355,0.411853905588793
"335","miR-101a-5p",0.659231841,4.461961169,2.560596505,2.68893569484576
"93","miR-340-3p",1.04385361,4.058804078,2.551328844,2.13189192086435
"285","miR-9-5p",2.89723839,2.047949517,2.4725939535,0.600537921284581
"536","miR-187-5p",0.844494348,4.013676403,2.4290853755,2.24095012190522
"76","miR-341-3p",0.53742535,4.306177785,2.4218015675,2.66491040340181
"444","miR-467b-5p",2.538413492,2.290774547,2.4145940195,0.175107177295383
"581","miR-3105-5p",1.05407083,3.751371371,2.4027211005,1.90727950343924
"259","miR-574-3p",1.353965199,3.40060201,2.3772836045,1.44719076768411
"781","miR-669f-3p",1.425976375,3.197050271,2.311513323,1.25233836184408
"725","miR-98-3p",1.595513656,3.009727433,2.3026205445,1.00000015176414
"176","miR-411-5p",1.801673563,2.58098019,2.1913268765,0.551053000575315
"231","miR-298-5p",2.11969,2.132376801,2.1260334005,0.00897092301866433
"291","miR-763",1.434811637,2.787992699,2.111402168,0.956843505113414
"45","miR-342-3p",2.058881569,2.083694469,2.071288019,0.0175453698509038
"608","miR-592-5p",1.99297898,1.984003771,1.9884913755,0.00634643114646648
"296","miR-124-3p",1.523329532,2.436407257,1.9798683945,0.645643451097886
"319","miR-764-3p",3.322575502,0.578116368,1.950345935,1.94062566434076
"262","miR-291a-3p",0.112490059,3.671197436,1.8918437475,2.51638611853529
"66","miR-671-3p",1.735908473,2.045569537,1.890739005,0.218963438223841
"261","miR-453",1.918700427,1.846606966,1.8826536965,0.050977775152308
"650","miR-2137",2.577283532,1.147455712,1.862369622,1.01104094745118
"106","miR-203-3p",0.856846805,2.847983144,1.8524149745,1.40794600757386
"169","miR-29b-3p",1.819252419,1.849539997,1.834396208,0.0214165517895165
"298","miR-450b-3p",0.925006002,2.689993621,1.8074998115,1.2480347141052
"217","miR-19a-5p",3.206649076,0.352622382,1.779635729,2.01810162901482
"340","miR-1190",1.365106669,2.157164173,1.761135421,0.560069232168091
"550","miR-181b-1-3p",1.86930594,1.581767986,1.725536963,0.203320037121906
"405","miR-28a-3p",1.134719316,2.256947589,1.6958334525,0.793535221877568
"465","miR-674-3p",1.870261723,1.517774844,1.6940182835,0.249245862420182
"604","miR-92b-5p",0.783957906,2.601016231,1.6924870685,1.28485426341897
"625","miR-210-5p",1.74936988,1.535771239,1.6425705595,0.151037047503331
"131","miR-222-3p",3.162117621,0.107932194,1.6350249075,2.15963522643283
"628","miR-491-5p",2.050731128,1.208629917,1.6296805225,0.595455476743504
"189","miR-196a-5p",0.741084387,2.4937456,1.6174149935,1.23931862883494
"170","miR-329-3p",1.342570874,1.889531354,1.616051114,0.386759464449049
"812","miR-1193-5p",1.248671253,1.961756997,1.605214125,0.504227765149854
"226","miR-32-5p",2.974260084,0.159198799,1.5667294415,1.99054892407922
"489","miR-297a-5p",1.896395704,1.215643875,1.5560197895,0.481364234591045
"672","miR-16-1-3p",0.443038976,2.632762652,1.537900814,1.54836846022433
"352","miR-15a-3p",1.173141241,1.890039784,1.5315905125,0.506923821178056
"69","miR-434-3p",0.134204635,2.906234082,1.5202193585,1.9601208196225
"234","miR-466c-5p",2.19357533,0.786651131,1.4901132305,0.994845641728352
"301","miR-678",2.026772628,0.7165839,1.371678264,0.926443334202977
"779","miR-3074-5p",1.090608416,1.582901178,1.336754797,0.348103550339255
"837","miR-128-2-5p",1.841876322,0.806775189,1.3243257555,0.731927030358178
"178","miR-466f-5p",1.020694466,1.619325652,1.320010059,0.423296171050345
"890","miR-1943-5p",0.935326507,1.666169959,1.300748233,0.516784360894985
"717","miR-26a-2-3p",1.525141842,1.040963576,1.283052709,0.342365735191744
"865","let-7f-1-3p",0.984253104,1.566654995,1.2754540495,0.411820326501968
"817","miR-200b-3p",1.225865701,1.289458669,1.257662185,0.0449670189085791
"271","miR-325-3p",0.268936115,2.207649543,1.238292829,1.37087741171622
"747","miR-200c-3p",0.75464343,1.63329761,1.19397052,0.621302328995905
"854","miR-106a-3p",2.116947365,0.269423088,1.1931852265,1.30639694467347
"363","miR-1896",0.818841193,1.56506435,1.1919527715,0.527659454593134
"127","miR-770-5p",1.526278206,0.833814401,1.1800463035,0.489645852241739
"617","miR-344c-5p",0.723207769,1.508861414,1.1160345915,0.555541020043429
"241","miR-129-5p",2.05344888,0.162959601,1.1082042405,1.33677778894137
"173","miR-202-3p",0.823450095,1.366718231,1.095084163,0.384148582968176
"629","miR-3078-5p",1.248245791,0.908792311,1.078519051,0.240029857605372
"666","miR-3075-5p",0.945694864,1.18101228,1.063353572,0.166394540584896
"921","miR-1982-3p",0.200999906,1.885635124,1.043317515,1.19121698647348
"31","miR-126a-5p",0.706354275,1.374419426,1.0403868505,0.472393398546515
"361","miR-1892",1.000908447,0.975197284,0.9880528655,0.0181805377094926
"613","miR-3080-3p",0.26351637,1.688214348,0.975865359,1.00741360138656
"674","miR-1931",0.968216726,0.956027937,0.9621223315,0.00861877535635198
"312","miR-687",1.77716678,0.107932194,0.942549487,1.18032709515172
"832","miR-3068-5p",0.671180056,1.210408683,0.9407943695,0.381292218761612
"623","miR-3063-3p",1.573982607,0.307139004,0.9405608055,0.895793702384099
"486","miR-99b-3p",1.058246439,0.821764787,0.940005613,0.167217779755397
"267","miR-683",0.904788922,0.975197284,0.939993103,0.0497862302224372
"30","miR-125a-5p",0.861612147,1.013129751,0.937370949,0.107139125257538
"715","miR-328-5p",0.544945288,1.295788832,0.92036706,0.53092656157254
"630","miR-29b-1-5p",0.570398967,1.253215255,0.911807111,0.482824027549427
"29","miR-216a-5p",0.101725117,1.714263722,0.9079944195,1.1402369825206
"596","miR-1968-5p",0.212033749,1.572452236,0.8922429925,0.961961137409243
"328","miR-105",0.117499856,1.666075439,0.8917876475,1.09500829591921
"456","miR-615-5p",1.019111402,0.744515426,0.881813414,0.194168676716138
"232","miR-666-3p",0.575587522,1.175489704,0.875538613,0.424194900940807
"677","miR-691",1.314976969,0.429114593,0.872045781,0.626399293267627
"260","miR-335-5p",1.052632459,0.679569297,0.866100878,0.263795491661096
"646","miR-3471",1.01502129,0.689091247,0.8520562685,0.230467343597723
"460","miR-669h-3p",0.543635232,1.152708583,0.8481719075,0.430679896732114
"496","miR-92a-1-5p",0.524487341,1.164535238,0.8445112895,0.452582208252889
"203","miR-362-5p",1.349567247,0.300174349,0.824870798,0.742032834304803
"904","miR-3109-5p",1.499605235,0.102518428,0.8010618315,0.987889555135961
"669","miR-1971",0.518062718,1.065003256,0.791532987,0.386745363325619
"700","miR-3097-5p",0.216157142,1.318628885,0.7673930135,0.779565245541853
"114","miR-188-5p",0.933865875,0.592075345,0.76297061,0.241682401508344
"898","miR-221-5p",0.10126004,1.416619239,0.7589396395,0.930099409309005
"633","miR-344d-3p",0.100702167,1.414435764,0.7575689655,0.928949935111295
"299","miR-221-3p",1.342988548,0.143519763,0.7432541555,0.848152511695089
"95","miR-380-5p",0.578293898,0.892157492,0.735225695,0.221935075684981
"759","miR-208b-5p",0.475531,0.991174727,0.7333528635,0.364615176038005
"698","miR-155-3p",0.372395812,1.079831199,0.7261135055,0.50023235939903
"395","miR-20a-3p",1.1660051,0.270653055,0.7183290775,0.633109502568743
"547","miR-592-3p",0.263804443,1.160751496,0.7122779695,0.63423734354159
"902","miR-34c-3p",1.26085426,0.155080315,0.7079672875,0.7819002549689
"348","miR-145a-5p",0.153751903,1.249640977,0.70169644,0.774910595653646
"576","miR-1981-3p",0.392575909,1.009519284,0.7010475965,0.436244844070615
"200","miR-546",0.104776587,1.265953817,0.685365202,0.821076293492411
"46","miR-125b-5p",1.259625346,0.107932194,0.68377877,0.814370037625309
"639","miR-1247-3p",0.527605266,0.81745749,0.672531378,0.204956473132402
"314","miR-152-3p",0.364002562,0.969141892,0.666572227,0.427898123805684
"514","miR-3077-3p",0.100702167,1.229805199,0.665253683,0.798396410585491
"699","miR-3110-3p",0.823255268,0.494086876,0.658671072,0.232757202135472
"156","miR-190b-5p",0.406145606,0.903994168,0.655069887,0.352032094194171
"77","miR-541-5p",0.322391911,0.985871408,0.6541316595,0.46915085150694
"801","miR-3082-5p",1.136751108,0.163335736,0.650043422,0.688308610452426
"368","miR-18a-3p",1.193274045,0.1029708,0.6481224225,0.770960818089198
"480","miR-872-3p",0.201989421,1.092858397,0.647423909,0.629939494078316
"115","miR-139-5p",0.312441402,0.980518171,0.6464797865,0.472401613713099
"643","miR-1969",0.100702167,1.18101228,0.6408572235,0.763894606686706
"829","miR-1224-5p",0.928261851,0.343286194,0.6357740225,0.413640253893756
"360","miR-186-3p",0.576501484,0.629200134,0.602850809,0.0372635727743764
"214","miR-335-3p",0.84227396,0.354158236,0.598216098,0.345149938444181
"733","miR-3474",0.551056566,0.616854867,0.5839557165,0.0465264248276536
"2","miR-877-5p",0.165884012,0.99125719,0.578570601,0.583626971173291
"831","miR-3064-5p",0.379154539,0.776056204,0.5776053715,0.280651858785731
"70","miR-375-3p",0.971795293,0.17854888,0.5751720865,0.560909917784205
"505","miR-361-3p",1.011254606,0.135833359,0.5735439825,0.619016300148484
"914","miR-486b-3p",0.366775706,0.772573996,0.569674851,0.286942722652905
"682","miR-1964-3p",1.03485283,0.1029708,0.568911815,0.658940102678886
"250","miR-141-3p",0.844585612,0.276127773,0.5603566925,0.401960392775551
"303","miR-99a-5p",1.006696368,0.107932194,0.557314281,0.635522242122926
"490","miR-30d-3p",0.575242355,0.535929076,0.5555857155,0.0277986861715787
"917","miR-466a-5p",1.003252734,0.102518428,0.552885581,0.636915335819959
"644","miR-1943-3p",0.770516042,0.329107177,0.5498116095,0.312123201717357
"12","miR-449a-5p",0.627506691,0.465633421,0.546570056,0.114461686909841
"322","miR-698-3p",0.952152034,0.107932194,0.530042114,0.596953573676222
"315","miR-299a-3p",0.946074295,0.107932194,0.5270032445,0.59265596321504
"224","miR-681",0.940148153,0.107932194,0.5240401735,0.588465548020566
"411","miR-297c-5p",0.522858797,0.520070865,0.521464831,0.00197136562268701
"283","miR-383-5p",0.148415255,0.894306607,0.521360931,0.527424833027602
"889","miR-1951",0.727155403,0.304965337,0.51606037,0.298533458618196
"568","miR-205-3p",0.244139257,0.760981467,0.502560362,0.365462631494442
"809","miR-219a-1-3p",0.648047727,0.354340756,0.5011942415,0.207682190875861
"450","miR-493-3p",0.302627418,0.690048124,0.496337771,0.27394780838468
"548","miR-505-5p",0.744402458,0.219652716,0.482027587,0.371054100994091
"793","miR-99a-3p",0.10126004,0.857892307,0.4795761735,0.53501980686025
"498","miR-758-5p",0.16816115,0.79081574,0.479488445,0.440283282925929
"258","miR-214-3p",0.206608304,0.750309714,0.478459009,0.384454953951687
"47","miR-874-3p",0.776209036,0.178565581,0.4773873085,0.422597739762257
"720","miR-3073a-3p",0.841299561,0.1029708,0.4721351805,0.522077273648162
"401","miR-24-2-5p",0.478031344,0.459122414,0.468576879,0.0133706326279818
"799","miR-466h-5p",0.82738322,0.102518428,0.464950824,0.512556809866576
"26","miR-770-3p",0.101725117,0.820892304,0.4613087105,0.508527994734554
"823","miR-547-5p",0.469545632,0.447140599,0.4583431155,0.0158427507670084
"255","miR-10a-5p",0.771856131,0.107932194,0.4398941625,0.46946511804477
"103","miR-130a-3p",0.764863244,0.112804125,0.4388336845,0.461075424779426
"609","miR-138-2-3p",0.400090289,0.47234116,0.4362157245,0.0510890808307345
"163","miR-182-5p",0.101725117,0.766269124,0.4339971205,0.469903573746581
"7","miR-101a-3p",0.114281154,0.749600052,0.431940603,0.449238300991765
"281","miR-10b-5p",0.755472277,0.107932194,0.4317022355,0.4578799837794
"206","miR-615-3p",0.750671529,0.107932194,0.4293018615,0.454485342313832
"55","miR-455-3p",0.745144865,0.107932194,0.4265385295,0.450577400722092
"201","miR-100-5p",0.499584618,0.351095809,0.4253402135,0.104997443774214
"195","miR-125a-3p",0.739125503,0.107932194,0.4235288485,0.446321069033476
"586","miR-486a-3p",0.735972561,0.1029708,0.4194716805,0.447599837706126
"437","miR-425-3p",0.604780937,0.232356851,0.418568894,0.263343596687802
"487","miR-1946b",0.73397853,0.1029708,0.418474665,0.44618984486413
"631","miR-19b-2-5p",0.724434746,0.1029708,0.413702773,0.43944137047955
"526","miR-3103-3p",0.244320044,0.570201204,0.407260624,0.230432778096938
"334","let-7i-3p",0.58275679,0.228886433,0.4058216115,0.250224129095604
"58","miR-146a-5p",0.128133223,0.683092871,0.405613047,0.392415730385699
"562","miR-1251-3p",0.183555362,0.626727005,0.4051411835,0.313369673994884
"151","miR-351-5p",0.101725117,0.70836506,0.4050450885,0.428959217433921
"894","miR-483-5p",0.705510116,0.102518428,0.404014272,0.426379511583923
"33","miR-466g",0.693518511,0.107932194,0.4007253525,0.414072055720755
"828","miR-195a-3p",0.361350509,0.434167218,0.3977588635,0.0514891887175875
"746","miR-3088-3p",0.10126004,0.684216029,0.3927380345,0.41221213295521
"256","miR-449b",0.438527303,0.339210683,0.388868993,0.0702274554865275
"728","miR-1912-5p",0.286042157,0.48914727,0.3875947135,0.14361700269596
"565","miR-1247-5p",0.666054228,0.1029708,0.384512514,0.398160110312567
"855","miR-23a-5p",0.10126004,0.658823905,0.3800419725,0.394257189886081
"105","miR-542-5p",0.101725117,0.648800016,0.3752625665,0.386840370899846
"8","miR-324-5p",0.512551354,0.233885157,0.3732182555,0.197046757586166
"768","miR-1956",0.10126004,0.641365204,0.371312622,0.381912024018272
"134","miR-804",0.587288336,0.146847388,0.367067862,0.311438781043032
"534","miR-539-5p",0.149596558,0.579182238,0.364389398,0.303762947428634
"306","miR-33-5p",0.494070413,0.229668857,0.361869635,0.186960133203875
"357","miR-181a-2-3p",0.236289434,0.486133197,0.3612113155,0.176666219054465
"75","miR-667-3p",0.101725117,0.619664274,0.3606946955,0.366238290156744
"184","miR-327",0.101725117,0.613402687,0.357563902,0.361810679528054
"443","miR-466k",0.578220319,0.13479961,0.3565099645,0.313545790252447
"884","miR-669m-3p",0.40713313,0.303668326,0.355400728,0.073160664522537
"532","miR-670-5p",0.140257711,0.558394625,0.349326168,0.295667447353816
"272","miR-501-5p",0.540251214,0.15461766,0.347434437,0.272684101086469
"541","miR-3066-3p",0.311822126,0.378578396,0.345200261,0.0472038112037201
"191","miR-701-5p",0.579930595,0.107932194,0.3439313945,0.333753270056307
"840","miR-181c-3p",0.581480013,0.102518428,0.3419992205,0.338676984681357
"561","miR-135a-1-3p",0.100702167,0.57616966,0.3384359135,0.336206288534067
"624","miR-193b-5p",0.100702167,0.57616966,0.3384359135,0.336206288534067
"911","miR-103-1-5p",0.570204045,0.106009367,0.338106706,0.328235204604506
"137","miR-345-5p",0.542726542,0.132366138,0.33754634,0.290168624398851
"387","miR-1954",0.549108724,0.124818815,0.3369637695,0.300018271842923
"264","miR-684",0.376072697,0.28812432,0.3320985085,0.062188893771051
"433","miR-378a-5p",0.448091011,0.213737875,0.330914443,0.165712691657933
"269","miR-742-3p",0.304740514,0.354158236,0.329449375,0.0349436063369916
"727","miR-3085-3p",0.141149093,0.511874508,0.3265118005,0.262142454904697
"518","miR-3102-5p.2-5p",0.404579341,0.244574703,0.324577022,0.113140364551099
"280","miR-1a-3p",0.535617011,0.107932194,0.3217746025,0.302418834311228
"331","let-7c-1-3p",0.535280358,0.107932194,0.321606276,0.302180784692021
"20","miR-149-5p",0.477986874,0.163298003,0.3206424385,0.222518634648039
"37","miR-665-3p",0.528380819,0.107932194,0.3181565065,0.29730207387806
"188","miR-338-5p",0.101725117,0.530645239,0.316185178,0.303292326853561
"881","miR-3109-3p",0.243090124,0.381531373,0.3123107485,0.0978927459638353
"17","miR-431-5p",0.260984858,0.360395595,0.3106902265,0.0702940062554524
"410","miR-297b-5p",0.461412562,0.15192917,0.306670866,0.218837805147815
"403","miR-26b-3p",0.50651271,0.1029708,0.304741755,0.285347221053971
"612","miR-3067-5p",0.232980804,0.375086609,0.3040337065,0.100483978361473
"797","miR-3076-5p",0.178572461,0.426185655,0.302379058,0.17508896858866
"647","miR-217-3p",0.3089299,0.284889812,0.296909856,0.0169989092451213
"887","miR-3074-1-3p",0.429357155,0.161747746,0.2955524505,0.189228427813224
"442","miR-466j",0.447380411,0.140151477,0.293765944,0.217243662608114
"535","miR-181d-3p",0.187749067,0.39671353,0.2922312985,0.147760188814305
"445","miR-467f",0.479335591,0.1029708,0.2911531955,0.266130095915958
"655","miR-7a-2-3p",0.342144401,0.237461277,0.289802839,0.0740221468561922
"789","miR-760-5p",0.10126004,0.477003573,0.2891318065,0.265690800171291
"418","miR-30b-3p",0.297250158,0.278024195,0.2876371765,0.0135948088121417
"543","miR-148b-5p",0.30302906,0.248268288,0.275648674,0.0387217132242104
"680","miR-1224-3p",0.443888565,0.1029708,0.2734296825,0.241065263458462
"827","miR-598-5p",0.433076508,0.102518428,0.267797468,0.233739859944005
"520","miR-672-3p",0.165082558,0.364871665,0.2649771115,0.141272232366905
"575","miR-370-5p",0.155957217,0.37163859,0.2637979035,0.152509761423925
"740","miR-326-5p",0.423121738,0.102518428,0.262820083,0.226700774571853
"571","miR-26a-1-3p",0.314962108,0.210234026,0.262598067,0.0740539369628608
"710","miR-3061-5p",0.102876008,0.420040727,0.2614583675,0.224269323558026
"784","miR-196a-2-3p",0.192592232,0.326877413,0.2597348225,0.0949539620979629
"871","miR-2136",0.416329103,0.102518428,0.2594237655,0.221897656301228
"874","miR-204-3p",0.23657238,0.281676518,0.259124449,0.0318934418393738
"462","miR-669i",0.310668608,0.200918268,0.255793438,0.0776052096515292
"875","miR-206-3p",0.142350333,0.367590923,0.254970628,0.159269148587459
"611","miR-298-3p",0.139372355,0.366547426,0.2529598905,0.160637033220635
"208","miR-708-5p",0.288643195,0.216993544,0.2528183695,0.0506639540917495
"760","miR-135a-2-3p",0.228358257,0.27712142,0.2527398385,0.034480763229405
"882","miR-143-3p",0.401788451,0.102518428,0.2521534395,0.211615862669154
"735","miR-1894-5p",0.10126004,0.39808433,0.249672185,0.209886468279882
"240","miR-496a-3p",0.140638796,0.357258013,0.2489484045,0.15317291727602
"83","miR-21a-3p",0.282842785,0.211734202,0.2472884935,0.0502813612398664
"843","miR-505-3p",0.3337453,0.157990824,0.245868062,0.124277181803488
"853","miR-1927",0.389082627,0.102518428,0.2458005275,0.202631488358191
"597","miR-1953",0.385858891,0.1029708,0.2444148455,0.200032087463017
"693","miR-412-3p",0.385293391,0.1029708,0.2441320955,0.199632218578256
"614","miR-3106-3p",0.100702167,0.387503007,0.244102587,0.202798818813998
"684","miR-670-3p",0.175145406,0.307116562,0.241130984,0.0933176993286277
"81","miR-376a-3p",0.37406798,0.107932194,0.241000087,0.188186418997012
"594","miR-224-3p",0.228362858,0.251100273,0.2397315655,0.0160777803331527
"687","miR-3108-5p",0.232573595,0.246364285,0.23946894,0.0097514904162415
"365","miR-1897-5p",0.368084887,0.107932194,0.2380085405,0.183955733364242
"867","miR-466n-3p",0.10126004,0.372735808,0.236997924,0.191962356480626
"404","miR-27a-5p",0.232047414,0.238464305,0.2352558595,0.00453742714023491
"1","miR-183-5p",0.361318314,0.107932194,0.234625254,0.179171043710548
"791","miR-669b-3p",0.364952461,0.102518428,0.2337354445,0.185568884348434
"540","miR-3095-3p",0.100702167,0.364871665,0.232786916,0.186796043418446
"19","miR-449c-5p",0.107222591,0.357149341,0.232185966,0.176724899724915
"425","miR-330-3p",0.360267116,0.1029708,0.231618958,0.181935969817917
"147","miR-686",0.347614302,0.107932194,0.227773248,0.169480843895886
"270","miR-384-5p",0.101725117,0.352622382,0.2271737495,0.177411157462658
"525","miR-3071-5p",0.205706607,0.248268288,0.2269874475,0.0300956532537986
"671","miR-669k-5p",0.100702167,0.345565641,0.223133904,0.173144622930296
"479","miR-744-3p",0.282746198,0.156628699,0.2196874485,0.0891785387691876
"782","miR-3472",0.10126004,0.334194073,0.2177270565,0.164709234303431
"848","miR-450a-2-3p",0.223617422,0.211433398,0.21752541,0.00861540599253965
"891","miR-3089-3p",0.330471571,0.102518428,0.2164949995,0.161187213208087
"886","miR-3099-3p",0.10126004,0.329776239,0.2155181395,0.161585353923875
"216","miR-542-3p",0.305125374,0.122545626,0.2138355,0.129103377918131
"428","miR-365-3p",0.275302538,0.151182211,0.2132423745,0.0877663249047917
"776","miR-1947-3p",0.322803251,0.102518428,0.2126608395,0.155764892135778
"113","miR-187-3p",0.316778647,0.107932194,0.2123554205,0.147676743143058
"584","miR-3061-3p",0.309158479,0.115119357,0.212138918,0.137206378981684
"468","miR-682",0.153838566,0.262979563,0.2084090645,0.0771743390841606
"907","miR-107-5p",0.311439105,0.102518428,0.2069787665,0.147729227436784
"389","miR-1983",0.308805958,0.1029708,0.205888379,0.145547436028404
"212","miR-503-5p",0.302638231,0.107932194,0.2052852125,0.137677959100659
"538","miR-3076-3p",0.299074752,0.1029708,0.201022776,0.138666434276681
"708","miR-679-5p",0.29695316,0.1029708,0.19996198,0.13716624218657
"394","miR-207",0.295945926,0.1029708,0.199458363,0.136454020194928
"683","miR-1894-3p",0.292948591,0.1029708,0.1979596955,0.134334584290941
"802","miR-18b-5p",0.225123509,0.170553179,0.197838344,0.0385870503945877
"664","miR-154-5p",0.292120606,0.1029708,0.197545703,0.13374911048272
"743","miR-32-3p",0.291229005,0.102518428,0.1968737165,0.133438528678326
"606","miR-1b-3p",0.289498649,0.1029708,0.1962347245,0.13189510690804
"382","miR-1946a",0.287485362,0.1029708,0.195228081,0.130471498017866
"28","miR-210-3p",0.247000632,0.140213527,0.1936070795,0.0755098860887799
